id,seller_id,name,description,category,price,main_image_url
57bfc42b-9188-49bb-adff-e5b28c63f76c,e74ce40d-f0f3-430c-a828-d834ff086949,Чинос slim fit,Удобные брюки классического кроя.,ACCESSORIES,2750,http
6c23ff35-8a93-42f7-a6e8-fe6fc5d644d5,14127d94-b3c7-405b-a55c-02bdaef9261c,Набор для творчества,Набор для поделок для детей и взрослых.,TOYS,1500,http
41094f31-0507-4a7b-836e-93966ca52362,14127d94-b3c7-405b-a55c-02bdaef9261c,Фитнес-трекер Fitbit,Трекер активности и сна.,SPORTS,5000,http
b83b633d-c959-4caa-98aa-db88b5f38db6,14127d94-b3c7-405b-a55c-02bdaef9261c,Ультратонкий чехол для ноутбука,Стильный защитный чехол.,ACCESSORIES,1000,http
191de724-b427-4615-8169-382ffb9731a8,14127d94-b3c7-405b-a55c-02bdaef9261c,Леггинсы из искусственной кожи,Модные леггинсы под кожу.,ACCESSORIES,2500,http
a529d38a-2609-4117-8da9-ad0dde98a39c,14127d94-b3c7-405b-a55c-02bdaef9261c,Именной жетон для питомца,Жетон с гравировкой для животных.,PETS,500,http
7d5c6c47-3a69-4cb2-9fe3-05de4c131038,14127d94-b3c7-405b-a55c-02bdaef9261c,Портативный гамак,Легкий гамак для отдыха на природе.,HOME,3000,http
d2cce569-1562-4c71-acfe-3fd7a5942184,14127d94-b3c7-405b-a55c-02bdaef9261c,Итальянские хлебные палочки,Хрустящие палочки с травами.,FOOD,125,http
ba7a4480-0812-43ee-88e0-6d8320bcbed9,14127d94-b3c7-405b-a55c-02bdaef9261c,Подставка для смартфона,Регулируемая подставка для телефона.,ACCESSORIES,775,http
5fe242d0-ef0a-4e81-a8bd-aef2787c2116,14127d94-b3c7-405b-a55c-02bdaef9261c,Детский садовый набор,Садовые инструменты для детей.,TOYS,1000,http
d636831b-c5a5-4405-884b-51db4fdbee01,14127d94-b3c7-405b-a55c-02bdaef9261c,Контейнер для корма,Герметичный контейнер для корма.,PETS,1250,http
efe0a2b4-d510-4013-a91a-e07399b2219d,14127d94-b3c7-405b-a55c-02bdaef9261c,Стабилизатор для смартфона,Гимбал для плавной видеосъемки.,ELECTRONICS,4500,http
82bb6c11-bc34-483a-8924-8b4fdac86649,14127d94-b3c7-405b-a55c-02bdaef9261c,Морковь в медовой глазури,Морковь с медовой глазурью.,FOOD,175,http
5b05080d-54f5-44b7-99e8-4e124b406f26,14127d94-b3c7-405b-a55c-02bdaef9261c,Овсяные чашки с черникой,Овсянка с черникой для быстрого завтрака.,FOOD,165,http
e007a705-b04e-4ed4-a3aa-f701e4b6be99,14127d94-b3c7-405b-a55c-02bdaef9261c,Батончик с миндалем,Протеиновый батончик с миндальным маслом.,FOOD,100,http
f0685535-a824-40d6-8b63-39b1628fa4e0,14127d94-b3c7-405b-a55c-02bdaef9261c,Куриные крылышки терияки,Крылышки в соусе терияки.,FOOD,550,http
9e894162-be66-4b89-960d-443d38dfce2d,14127d94-b3c7-405b-a55c-02bdaef9261c,Кликер для дрессировки,Тренировочный кликер для собак.,PETS,300,http
cd0d99c9-ce71-4bdc-bfa3-2ee3f7ad176f,14127d94-b3c7-405b-a55c-02bdaef9261c,Ржаные хлебцы,Хрустящие хлебцы из органической ржи.,FOOD,200,http
162dd8d3-1ba0-4703-9a04-8e6740995a5a,14127d94-b3c7-405b-a55c-02bdaef9261c,Йогурт из кокоса и кешью,Кремовый йогурт без молока.,FOOD,100,http
6706eb17-d6ee-479c-9cbf-6457e791d6e1,14127d94-b3c7-405b-a55c-02bdaef9261c,Чашки с арахисовой пастой,Арахисовая паста в темном шоколаде.,FOOD,250,http
d39007ea-f0b9-4446-a3cd-616cfe3e3ff0,14127d94-b3c7-405b-a55c-02bdaef9261c,Свежие лимоны,Лимоны для напитков и готовки.,FOOD,38,http
b56485d2-1e0b-41fe-a9f3-9d7594aa2e0a,14127d94-b3c7-405b-a55c-02bdaef9261c,Шарики из батата,Хрустящие шарики из батата.,FOOD,215,http
27eb0810-d116-497e-86ce-01b02f933441,14127d94-b3c7-405b-a55c-02bdaef9261c,Лежанка для питомца,Лежанка со съемным чехлом.,PETS,2500,http
2c8a2430-43bd-48de-b399-1751a467f3c5,14127d94-b3c7-405b-a55c-02bdaef9261c,Джем из ревеня и клубники,Сладко-кислый джем.,FOOD,215,http
a46adbde-8e5e-40b9-81ab-cfb4ce132108,14127d94-b3c7-405b-a55c-02bdaef9261c,Органическая черника,Свежая черника для перекуса.,FOOD,275,http
9549544c-7330-422d-83a2-8652a33eec43,14127d94-b3c7-405b-a55c-02bdaef9261c,Трейл-микс,Смесь орехов,FOOD,230,http
6dfa0e6c-e7bd-4fa9-aaf8-a72e2d0b74ad,14127d94-b3c7-405b-a55c-02bdaef9261c,Регулируемые гантели,Гантели с изменяемым весом.,SPORTS,12500,http
cc859411-dcd2-4178-8592-5b82a3c67484,14127d94-b3c7-405b-a55c-02bdaef9261c,Набор для коктейлей,Набор для приготовления коктейлей.,KITCHEN,2000,http
d9f0e13d-87aa-43ef-a763-85895d8e28ef,14127d94-b3c7-405b-a55c-02bdaef9261c,Автомобильная урна,Компактная урна для машины.,AUTO,650,http
7565ec0e-f23e-4098-a221-87413c293199,14127d94-b3c7-405b-a55c-02bdaef9261c,Сырный крем с травами,Крем-сыр с чесноком и травами.,FOOD,150,http
d40d0a96-2564-4fa2-bb7b-b3323af8755f,14127d94-b3c7-405b-a55c-02bdaef9261c,Чесночно-масляный соус,Соус для пасты и овощей.,FOOD,180,http
79349691-1f60-4b0f-944e-3bd628abafb6,14127d94-b3c7-405b-a55c-02bdaef9261c,Сальса с обжаренными томатами,Острая сальса с томатами.,FOOD,125,http
3da793bc-2b4b-4109-a8b6-be667772bc17,14127d94-b3c7-405b-a55c-02bdaef9261c,Набор для изготовления бальзама,Набор для создания бальзама для губ.,HOBBY,1150,http
72be8aad-16f9-4add-bccc-64c8225fbe80,14127d94-b3c7-405b-a55c-02bdaef9261c,Йога-мат из пробки,Экологичный коврик для йоги.,SPORTS,2000,http
80671151-7fa9-48d2-853a-7272fe7798df,14127d94-b3c7-405b-a55c-02bdaef9261c,Кружка,"Чудо-кружка, меняющая цвет от температуры.",KITCHEN,750,http
d0e48206-2110-400a-917a-fe12b24518a2,14127d94-b3c7-405b-a55c-02bdaef9261c,Острый соус Sriracha,Пряный соус для блюд.,FOOD,150,http
87aed39a-3024-4d9d-925e-8961d9de106a,14127d94-b3c7-405b-a55c-02bdaef9261c,Йогурт с ананасом и кокосом,Йогурт с кусочками ананаса.,FOOD,225,http
68a79329-7098-43f7-bc4d-79d6ed38db4f,14127d94-b3c7-405b-a55c-02bdaef9261c,Начинка для яблочного пирога,Сладкая начинка с яблоками.,FOOD,175,http
d6747b21-c2cc-449a-8f77-98bc3ecd5e66,14127d94-b3c7-405b-a55c-02bdaef9261c,Классические бублики,Свежие бублики для завтрака.,FOOD,150,http
577de593-8620-4a13-91d9-4598107dbae4,14127d94-b3c7-405b-a55c-02bdaef9261c,Бутылка для воды с инфузором,Бутылка для фруктовой воды.,SPORTS,950,http
fda23d0a-c2f0-47d3-882f-ba026d3100ad,14127d94-b3c7-405b-a55c-02bdaef9261c,Итальянские колбаски с перцем,Колбаски с перцем и луком.,FOOD,450,http
a628aeb8-af92-45c9-bb00-cc44cc48941a,14127d94-b3c7-405b-a55c-02bdaef9261c,Мини-крендельки,Хрустящие мини-крендельки.,FOOD,150,http
6916c10e-157e-434a-af72-ba4d3435f86b,14127d94-b3c7-405b-a55c-02bdaef9261c,Дорожный косметический чемодан,Чемодан для косметики.,BEAUTY,5000,http
be3757c5-5b2a-4562-b143-68f053a71f1f,14127d94-b3c7-405b-a55c-02bdaef9261c,Wi-Fi усилитель,Усилитель сигнала Wi-Fi.,ELECTRONICS,2500,http
aaa7c64f-84c0-4527-8521-887c9ab28c57,14127d94-b3c7-405b-a55c-02bdaef9261c,Цифровой секундомер,Точный секундомер для тренировок.,SPORTS,650,http
f6b6bedb-4fc1-43f7-8069-d8342a64e692,14127d94-b3c7-405b-a55c-02bdaef9261c,Автодержатель с беспроводной зарядкой,Держатель для телефона с зарядкой.,AUTO,2000,http
0d052181-2a87-48a3-878d-73ae755eb011,14127d94-b3c7-405b-a55c-02bdaef9261c,Мороженое с корицей,Мороженое с ароматом корицы.,FOOD,250,http
90c5d15f-c2df-46c0-a098-0170068fb3ff,14127d94-b3c7-405b-a55c-02bdaef9261c,Пицца Маргарита,Пицца с моцареллой и томатами.,FOOD,400,http
332d9f4e-94f3-4b4a-b8a7-d316b0fddf6e,14127d94-b3c7-405b-a55c-02bdaef9261c,Компактная полка для обуви,Узкая полка для обуви.,HOME,1750,http
09403f48-efa6-4e90-b781-85e246fc5346,14127d94-b3c7-405b-a55c-02bdaef9261c,Набор для выращивания трав,Набор для домашнего огорода.,HOME,1250,http
3cd02195-c543-4b93-900e-143a50e668ba,14127d94-b3c7-405b-a55c-02bdaef9261c,Поисковик для ключей,Блютуз-трекер для поиска ключей.,ACCESSORIES,1000,http
e16418d2-11dc-4fbf-9ebc-e49c1eec4af8,14127d94-b3c7-405b-a55c-02bdaef9261c,Поло для гольфа,Дышащая поло для гольфа.,ACCESSORIES,2000,http
d5c7365d-a617-4db6-b27f-09656e97e26f,14127d94-b3c7-405b-a55c-02bdaef9261c,Суп из тосканских бобов,Сытный суп с бобами.,FOOD,125,http
f2dd23f7-15f5-4023-af3c-2be9fc776c2f,14127d94-b3c7-405b-a55c-02bdaef9261c,Маринад с лимоном и чесноком,Маринад для мяса и рыбы.,FOOD,215,http
ff1a98a2-1aea-43b7-9b97-5d2d78537281,14127d94-b3c7-405b-a55c-02bdaef9261c,Ризотто с грибами,Кремовое ризотто с грибами.,FOOD,275,http
5d9589fd-ee52-4853-8f54-9492bf826f9e,14127d94-b3c7-405b-a55c-02bdaef9261c,Печенье из миндальной муки,Печенье без глютена.,FOOD,250,http
e2c6b5e7-e05a-4958-a92d-41aef4290884,14127d94-b3c7-405b-a55c-02bdaef9261c,Набор для фахитос,Набор для приготовления фахитос.,FOOD,450,http
f40cd7a0-a132-4038-95e7-59eab340665f,14127d94-b3c7-405b-a55c-02bdaef9261c,Держатель для зубной щетки,Гигиенический держатель.,BEAUTY,750,http
8013e961-fc9b-40d6-9b31-dca31dedacbd,14127d94-b3c7-405b-a55c-02bdaef9261c,Яйца от кур свободного выгула,Свежие деревенские яйца.,FOOD,200,http
889e11b2-d695-44f9-958d-489a92eb35ac,14127d94-b3c7-405b-a55c-02bdaef9261c,Сливочный сыр,Нежный сливочный сыр.,FOOD,135,http
7b00a298-dc0f-4344-a79f-c7b887471707,14127d94-b3c7-405b-a55c-02bdaef9261c,Смесь для латте с имбирем,Смесь для пряного латте.,FOOD,265,http
ff9715c8-0f57-4e49-9c89-f114de6be756,14127d94-b3c7-405b-a55c-02bdaef9261c,Топпер для матраса,Топпер из пены с памятью.,HOME,5500,http
bf1bda56-8250-4c39-83de-e0f3960d653f,14127d94-b3c7-405b-a55c-02bdaef9261c,Смесь для пудинга из чиа,Смесь для полезного завтрака.,FOOD,210,http
f21cf35e-50d6-4a00-b9db-1d4860457fd5,14127d94-b3c7-405b-a55c-02bdaef9261c,Беспроводная игровая гарнитура,Гарнитура с объемным звуком.,ELECTRONICS,4500,http
43ab8c44-c8a1-48c4-a056-4fa289a0c971,14127d94-b3c7-405b-a55c-02bdaef9261c,Ветровка двухцветная,Стильная ветровка.,ACCESSORIES,3000,http
1f9a6187-7c31-462b-bf23-ac7f69e4d63f,14127d94-b3c7-405b-a55c-02bdaef9261c,Консервированные томаты,Томаты для соусов.,FOOD,75,http
081654f8-8e51-4cfa-8440-6e30972f8bdb,14127d94-b3c7-405b-a55c-02bdaef9261c,Обучающий пазл для детей,Пазл для развития детей.,TOYS,1000,http
1c609b74-eea0-4fce-b84a-997b48faac82,14127d94-b3c7-405b-a55c-02bdaef9261c,Тыквенные семечки,Жареные тыквенные семечки.,FOOD,140,http
019b13aa-8cff-414f-889e-d06175fea679,14127d94-b3c7-405b-a55c-02bdaef9261c,Чили с говядиной,Готовый острый чили.,FOOD,225,http
c62cd61f-b634-4f52-bc89-4fed2b193e33,14127d94-b3c7-405b-a55c-02bdaef9261c,Печенье с мятой и шоколадом,Печенье с мятным вкусом.,FOOD,115,http
d9784e47-3b37-4ffc-9b74-19ead0d196a3,14127d94-b3c7-405b-a55c-02bdaef9261c,Кокосовое молоко в банке,Кокосовое молоко для готовки.,FOOD,95,http
dc769845-b2fd-4820-9c3b-a38b1edfb726,14127d94-b3c7-405b-a55c-02bdaef9261c,Силиконовые коврики для выпечки,Антипригарные коврики.,KITCHEN,1000,http
e719a842-f629-4f22-ab19-d2468064123a,14127d94-b3c7-405b-a55c-02bdaef9261c,Деревянные KITCHEN,Набор деревянных ложек.,KITCHEN,1000,http
ed8dc249-29cc-4ad8-b53c-b3a4335aa2de,14127d94-b3c7-405b-a55c-02bdaef9261c,Пикник-плед,Непромокаемый плед для пикника.,HOME,1750,http
e660cde8-0c3a-4e10-9065-2fd320509c9d,14127d94-b3c7-405b-a55c-02bdaef9261c,Свекольный салат,Готовый салат со свеклой.,FOOD,200,http
f2a306f3-208f-4714-95e3-0c0c2cc4c788,14127d94-b3c7-405b-a55c-02bdaef9261c,Электронная яйцеварка,Прибор для варки яиц.,KITCHEN,1500,http
b7a6d2be-b070-4bb7-a75f-f3f13e215cf8,14127d94-b3c7-405b-a55c-02bdaef9261c,Готовый чили,Острый чили в банке.,FOOD,150,http
79e9d800-6064-497f-967d-79f827f80b73,14127d94-b3c7-405b-a55c-02bdaef9261c,Термосумка для еды,Сумка для обеда.,KITCHEN,1250,http
d1e013fd-1adb-4e51-a4ab-6440e21a4392,14127d94-b3c7-405b-a55c-02bdaef9261c,Крючки для душевой занавески,Крючки для ванной.,HOME,650,http
d89e1e22-54d4-43f7-bb71-59e0622ca9f1,14127d94-b3c7-405b-a55c-02bdaef9261c,Чай с гибискусом,Ароматный травяной чай.,FOOD,165,http
64841cb9-9e4d-414a-ba2c-27bf7b1768b8,14127d94-b3c7-405b-a55c-02bdaef9261c,Широкие брюки,Модные широкие брюки.,ACCESSORIES,3000,http
